Year,Sex,Age_Group,Education_Level,State,Number_Individuals
2022,Female,65 and older,"Some college, no degree",California,676030
2022,Female,65 and older,Associate's degree,California,299246
2022,Female,65 and older,Bachelor's degree,California,619935
2022,Female,65 and older,Graduate or professional degree,California,414393
2023,Male,18-24,Less than 9th grade,California,44156
2023,Male,18-24,"9th to 12th grade, no diploma",California,162971
2023,Male,18-24,High school graduate (includes equivalency),California,728189
2023,Male,18-24,"Some college, no degree",California,600426
2023,Male,18-24,Associate's degree,California,93843
2023,Male,18-24,Bachelor's degree,California,179881
2023,Male,18-24,Graduate or professional degree,California,15219
2023,Male,25-34,Less than 9th grade,California,106372
2023,Male,25-34,"9th to 12th grade, no diploma",California,170843
2023,Male,25-34,High school graduate (includes equivalency),California,730390
2023,Male,25-34,"Some college, no degree",California,615324
2023,Male,25-34,Associate's degree,California,197003
2023,Male,25-34,Bachelor's degree,California,758590
2023,Male,25-34,Graduate or professional degree,California,319451
2023,Male,35-44,Less than 9th grade,California,202905
2023,Male,35-44,"9th to 12th grade, no diploma",California,216116
2023,Male,35-44,High school graduate (includes equivalency),California,606058
2023,Male,35-44,"Some college, no degree",California,501859
2023,Male,35-44,Associate's degree,California,197001
2023,Male,35-44,Bachelor's degree,California,648653
2023,Male,35-44,Graduate or professional degree,California,426281
2023,Male,45-64,Less than 9th grade,California,535484
2023,Male,45-64,"9th to 12th grade, no diploma",California,396928
2023,Male,45-64,High school graduate (includes equivalency),California,1004726
2023,Male,45-64,"Some college, no degree",California,876428
2023,Male,45-64,Associate's degree,California,320624
2023,Male,45-64,Bachelor's degree,California,954044
2023,Male,45-64,Graduate or professional degree,California,664861
2023,Male,65 and older,Less than 9th grade,California,305674
2023,Male,65 and older,"9th to 12th grade, no diploma",California,166205
2023,Male,65 and older,High school graduate (includes equivalency),California,520548
2023,Male,65 and older,"Some college, no degree",California,558553
2023,Male,65 and older,Associate's degree,California,233892
2023,Male,65 and older,Bachelor's degree,California,570526
2023,Male,65 and older,Graduate or professional degree,California,498247
2023,Female,18-24,Less than 9th grade,California,23556
2023,Female,18-24,"9th to 12th grade, no diploma",California,117295
2023,Female,18-24,High school graduate (includes equivalency),California,558206
2023,Female,18-24,"Some college, no degree",California,648017
2023,Female,18-24,Associate's degree,California,117204
2023,Female,18-24,Bachelor's degree,California,246411
2023,Female,18-24,Graduate or professional degree,California,22841
2023,Female,25-34,Less than 9th grade,California,73338
2023,Female,25-34,"9th to 12th grade, no diploma",California,112630
2023,Female,25-34,High school graduate (includes equivalency),California,523510
2023,Female,25-34,"Some college, no degree",California,541125
2023,Female,25-34,Associate's degree,California,235194
2023,Female,25-34,Bachelor's degree,California,875828
2023,Female,25-34,Graduate or professional degree,California,411031
2023,Female,35-44,Less than 9th grade,California,155130
2023,Female,35-44,"9th to 12th grade, no diploma",California,161754
2023,Female,35-44,High school graduate (includes equivalency),California,467024
2023,Female,35-44,"Some college, no degree",California,462091
2023,Female,35-44,Associate's degree,California,229490
2023,Female,35-44,Bachelor's degree,California,682443
2023,Female,35-44,Graduate or professional degree,California,503505
2023,Female,45-64,Less than 9th grade,California,527972
2023,Female,45-64,"9th to 12th grade, no diploma",California,327391
2023,Female,45-64,High school graduate (includes equivalency),California,909650
2023,Female,45-64,"Some college, no degree",California,877972
2023,Female,45-64,Associate's degree,California,397232
2023,Female,45-64,Bachelor's degree,California,1023470
2023,Female,45-64,Graduate or professional degree,California,710009
2023,Female,65 and older,Less than 9th grade,California,434285
2023,Female,65 and older,"9th to 12th grade, no diploma",California,201207
2023,Female,65 and older,High school graduate (includes equivalency),California,743276
2023,Female,65 and older,"Some college, no degree",California,709626
2023,Female,65 and older,Associate's degree,California,306494
2023,Female,65 and older,Bachelor's degree,California,624112
2023,Female,65 and older,Graduate or professional degree,California,439274
2018,Male,18-24,Less than 9th grade,Colorado,4515
2018,Male,18-24,"9th to 12th grade, no diploma",Colorado,34602
2018,Male,18-24,High school graduate (includes equivalency),Colorado,97703
2018,Male,18-24,"Some college, no degree",Colorado,97377
2018,Male,18-24,Associate's degree,Colorado,9004
2018,Male,18-24,Bachelor's degree,Colorado,27904
2018,Male,18-24,Graduate or professional degree,Colorado,3499
2018,Male,25-34,Less than 9th grade,Colorado,9684
2018,Male,25-34,"9th to 12th grade, no diploma",Colorado,27778
2018,Male,25-34,High school graduate (includes equivalency),Colorado,109018
2018,Male,25-34,"Some college, no degree",Colorado,103258
2018,Male,25-34,Associate's degree,Colorado,38255
2018,Male,25-34,Bachelor's degree,Colorado,135648
2018,Male,25-34,Graduate or professional degree,Colorado,41355
2018,Male,35-44,Less than 9th grade,Colorado,16677
2018,Male,35-44,"9th to 12th grade, no diploma",Colorado,23466
2018,Male,35-44,High school graduate (includes equivalency),Colorado,86362
2018,Male,35-44,"Some college, no degree",Colorado,80395
2018,Male,35-44,Associate's degree,Colorado,33716
2018,Male,35-44,Bachelor's degree,Colorado,98321
2018,Male,35-44,Graduate or professional degree,Colorado,64369
2018,Male,45-64,Less than 9th grade,Colorado,24186
2018,Male,45-64,"9th to 12th grade, no diploma",Colorado,33877
2018,Male,45-64,High school graduate (includes equivalency),Colorado,159186
2018,Male,45-64,"Some college, no degree",Colorado,145178
2018,Male,45-64,Associate's degree,Colorado,58212
2018,Male,45-64,Bachelor's degree,Colorado,171825
2018,Male,45-64,Graduate or professional degree,Colorado,110732
2018,Male,65 and older,Less than 9th grade,Colorado,12912
2018,Male,65 and older,"9th to 12th grade, no diploma",Colorado,15010
2018,Male,65 and older,High school graduate (includes equivalency),Colorado,70742
2018,Male,65 and older,"Some college, no degree",Colorado,76199
2018,Male,65 and older,Associate's degree,Colorado,25937
2018,Male,65 and older,Bachelor's degree,Colorado,86502
2018,Male,65 and older,Graduate or professional degree,Colorado,82026
2018,Female,18-24,Less than 9th grade,Colorado,2453
2018,Female,18-24,"9th to 12th grade, no diploma",Colorado,25474
2018,Female,18-24,High school graduate (includes equivalency),Colorado,72329
2018,Female,18-24,"Some college, no degree",Colorado,96093
2018,Female,18-24,Associate's degree,Colorado,13213
2018,Female,18-24,Bachelor's degree,Colorado,41172
2018,Female,18-24,Graduate or professional degree,Colorado,3201
2018,Female,25-34,Less than 9th grade,Colorado,7088
2018,Female,25-34,"9th to 12th grade, no diploma",Colorado,18138
2018,Female,25-34,High school graduate (includes equivalency),Colorado,69493
2018,Female,25-34,"Some college, no degree",Colorado,87883
2018,Female,25-34,Associate's degree,Colorado,38594
2018,Female,25-34,Bachelor's degree,Colorado,144123
2018,Female,25-34,Graduate or professional degree,Colorado,59341
2018,Female,35-44,Less than 9th grade,Colorado,12416
2018,Female,35-44,"9th to 12th grade, no diploma",Colorado,18870
2018,Female,35-44,High school graduate (includes equivalency),Colorado,57320
2018,Female,35-44,"Some college, no degree",Colorado,68746
2018,Female,35-44,Associate's degree,Colorado,34913
2018,Female,35-44,Bachelor's degree,Colorado,111004
2018,Female,35-44,Graduate or professional degree,Colorado,74813
2018,Female,45-64,Less than 9th grade,Colorado,25063
2018,Female,45-64,"9th to 12th grade, no diploma",Colorado,29768
2018,Female,45-64,High school graduate (includes equivalency),Colorado,145416
2018,Female,45-64,"Some college, no degree",Colorado,152598
2018,Female,45-64,Associate's degree,Colorado,67325
2018,Female,45-64,Bachelor's degree,Colorado,181673
2018,Female,45-64,Graduate or professional degree,Colorado,116349
2018,Female,65 and older,Less than 9th grade,Colorado,19637
2018,Female,65 and older,"9th to 12th grade, no diploma",Colorado,22546
2018,Female,65 and older,High school graduate (includes equivalency),Colorado,115078
2018,Female,65 and older,"Some college, no degree",Colorado,101495
2018,Female,65 and older,Associate's degree,Colorado,32303
2018,Female,65 and older,Bachelor's degree,Colorado,84893
2018,Female,65 and older,Graduate or professional degree,Colorado,62575
2019,Male,18-24,Less than 9th grade,Colorado,4586
2019,Male,18-24,"9th to 12th grade, no diploma",Colorado,34240
2019,Male,18-24,High school graduate (includes equivalency),Colorado,92935
2019,Male,18-24,"Some college, no degree",Colorado,103699
2019,Male,18-24,Associate's degree,Colorado,10787
2019,Male,18-24,Bachelor's degree,Colorado,29103
2019,Male,18-24,Graduate or professional degree,Colorado,1318
2019,Male,25-34,Less than 9th grade,Colorado,12328
2019,Male,25-34,"9th to 12th grade, no diploma",Colorado,19527
2019,Male,25-34,High school graduate (includes equivalency),Colorado,122336
2019,Male,25-34,"Some college, no degree",Colorado,101189
2019,Male,25-34,Associate's degree,Colorado,33002
2019,Male,25-34,Bachelor's degree,Colorado,144687
2019,Male,25-34,Graduate or professional degree,Colorado,42148
2019,Male,35-44,Less than 9th grade,Colorado,15900
2019,Male,35-44,"9th to 12th grade, no diploma",Colorado,22466
2019,Male,35-44,High school graduate (includes equivalency),Colorado,84082
2019,Male,35-44,"Some college, no degree",Colorado,82177
2019,Male,35-44,Associate's degree,Colorado,33576
2019,Male,35-44,Bachelor's degree,Colorado,113737
2019,Male,35-44,Graduate or professional degree,Colorado,62392
2019,Male,45-64,Less than 9th grade,Colorado,24747
2019,Male,45-64,"9th to 12th grade, no diploma",Colorado,33387
2019,Male,45-64,High school graduate (includes equivalency),Colorado,159515
2019,Male,45-64,"Some college, no degree",Colorado,141114
2019,Male,45-64,Associate's degree,Colorado,58339
2019,Male,45-64,Bachelor's degree,Colorado,173688
2019,Male,45-64,Graduate or professional degree,Colorado,115907
2019,Male,65 and older,Less than 9th grade,Colorado,13950
2019,Male,65 and older,"9th to 12th grade, no diploma",Colorado,15556
2019,Male,65 and older,High school graduate (includes equivalency),Colorado,73063
2019,Male,65 and older,"Some college, no degree",Colorado,81630
2019,Male,65 and older,Associate's degree,Colorado,25940
2019,Male,65 and older,Bachelor's degree,Colorado,87651
2019,Male,65 and older,Graduate or professional degree,Colorado,88722
2019,Female,18-24,Less than 9th grade,Colorado,4057
2019,Female,18-24,"9th to 12th grade, no diploma",Colorado,22678
2019,Female,18-24,High school graduate (includes equivalency),Colorado,75020
2019,Female,18-24,"Some college, no degree",Colorado,94018
2019,Female,18-24,Associate's degree,Colorado,13055
2019,Female,18-24,Bachelor's degree,Colorado,38885
2019,Female,18-24,Graduate or professional degree,Colorado,3092
2019,Female,25-34,Less than 9th grade,Colorado,7974
2019,Female,25-34,"9th to 12th grade, no diploma",Colorado,16471
2019,Female,25-34,High school graduate (includes equivalency),Colorado,74465
2019,Female,25-34,"Some college, no degree",Colorado,80202
2019,Female,25-34,Associate's degree,Colorado,36728
2019,Female,25-34,Bachelor's degree,Colorado,150849
2019,Female,25-34,Graduate or professional degree,Colorado,65721
2019,Female,35-44,Less than 9th grade,Colorado,12742
2019,Female,35-44,"9th to 12th grade, no diploma",Colorado,19221
2019,Female,35-44,High school graduate (includes equivalency),Colorado,59259
2019,Female,35-44,"Some college, no degree",Colorado,70631
2019,Female,35-44,Associate's degree,Colorado,37267
2019,Female,35-44,Bachelor's degree,Colorado,117920
2019,Female,35-44,Graduate or professional degree,Colorado,73936
2019,Female,45-64,Less than 9th grade,Colorado,21676
2019,Female,45-64,"9th to 12th grade, no diploma",Colorado,26533
2019,Female,45-64,High school graduate (includes equivalency),Colorado,143429
