"Year","Category","State","Value"
"2023","Total_Married-couple-families_15000_24999","Kentucky",33816.9
"2023","Percent_Married-couple-families_25000_34999","Kentucky",4.5
"2023","Total_Married-couple-families_25000_34999","Kentucky",39019.5
"2023","Percent_Married-couple-families_35000_49999","Kentucky",9.4
"2023","Total_Married-couple-families_35000_49999","Kentucky",81507.4
"2023","Percent_Married-couple-families_50000_74999","Kentucky",16.4
"2023","Total_Married-couple-families_50000_74999","Kentucky",142204.4
"2023","Percent_Married-couple-families_75000_99999","Kentucky",16.1
"2023","Total_Married-couple-families_75000_99999","Kentucky",139603.1
"2023","Percent_Married-couple-families_100000_149999","Kentucky",24.2
"2023","Total_Married-couple-families_100000_149999","Kentucky",209838.2
"2023","Percent_Married-couple-families_150000_199999","Kentucky",10.7
"2023","Total_Married-couple-families_150000_199999","Kentucky",92779.7
"2023","Percent_Married-couple-families_200000_or_more","Kentucky",11.5
"2023","Total_Married-couple-families_200000_or_more","Kentucky",99716.5
"2023","Married-couple-families_median_income_(dollars)","Kentucky",93544
"2023","Married-couple-families_mean_income_(dollars)","Kentucky",116971
"2023","Total_Nonfamily_households","Kentucky",666050
"2023","Percent_Nonfamily_households_Less_10000","Kentucky",11.3
"2023","Total_Nonfamily_households_Less_10000","Kentucky",75263.65
"2023","Percent_Nonfamily_households_10000_14999","Kentucky",10.2
"2023","Total_Nonfamily_households_10000_14999","Kentucky",67937.1
"2023","Percent_Nonfamily_households_15000_24999","Kentucky",14.9
"2023","Total_Nonfamily_households_15000_24999","Kentucky",99241.45
"2023","Percent_Nonfamily_households_25000_34999","Kentucky",11.8
"2023","Total_Nonfamily_households_25000_34999","Kentucky",78593.9
"2023","Percent_Nonfamily_households_35000_49999","Kentucky",16.1
"2023","Total_Nonfamily_households_35000_49999","Kentucky",107234.05
"2023","Percent_Nonfamily_households_50000_74999","Kentucky",17.2
"2023","Total_Nonfamily_households_50000_74999","Kentucky",114560.6
"2023","Percent_Nonfamily_households_75000_99999","Kentucky",8.3
"2023","Total_Nonfamily_households_75000_99999","Kentucky",55282.15
"2023","Percent_Nonfamily_households_100000_149999","Kentucky",6.4
"2023","Total_Nonfamily_households_100000_149999","Kentucky",42627.2
"2023","Percent_Nonfamily_households_150000_199999","Kentucky",2.1
"2023","Total_Nonfamily_households_150000_199999","Kentucky",13987.05
"2023","Percent_Nonfamily_households_200000_or_more","Kentucky",1.7
"2023","Total_Nonfamily_households_200000_or_more","Kentucky",11322.85
"2023","Nonfamily_households_median_income_(dollars)","Kentucky",36323
"2023","Nonfamily_households_mean_income_(dollars)","Kentucky",49828
"2018","Total_Households","Louisiana",1737220
"2018","Percent_Households_Less_10000","Louisiana",9.4
"2018","Total_Households_Less_10000","Louisiana",163298.68
"2018","Percent_Households_10000_14999","Louisiana",5.9
"2018","Total_Households_10000_14999","Louisiana",102495.98
"2018","Percent_Households_15000_24999","Louisiana",12.7
"2018","Total_Households_15000_24999","Louisiana",220626.94
"2018","Percent_Households_25000_34999","Louisiana",10.8
"2018","Total_Households_25000_34999","Louisiana",187619.76
"2018","Percent_Households_35000_49999","Louisiana",12.8
"2018","Total_Households_35000_49999","Louisiana",222364.16
"2018","Percent_Households_50000_74999","Louisiana",15.9
"2018","Total_Households_50000_74999","Louisiana",276217.98
"2018","Percent_Households_75000_99999","Louisiana",11.1
"2018","Total_Households_75000_99999","Louisiana",192831.42
"2018","Percent_Households_100000_149999","Louisiana",12.3
"2018","Total_Households_100000_149999","Louisiana",213678.06
"2018","Percent_Households_150000_199999","Louisiana",4.8
"2018","Total_Households_150000_199999","Louisiana",83386.56
"2018","Percent_Households_200000_or_more","Louisiana",4.4
"2018","Total_Households_200000_or_more","Louisiana",76437.68
"2018","Households_median_income_(dollars)","Louisiana",47905
"2018","Household_mean_income_(dollars)","Louisiana",69225
"2018","Total_Families","Louisiana",1104847
"2018","Percent_Families_Less_10000","Louisiana",5.6
"2018","Total_Families_Less_10000","Louisiana",61871.432
"2018","Percent_Families_10000_14999","Louisiana",3.4
"2018","Total_Families_10000_14999","Louisiana",37564.798
"2018","Percent_Families_15000_24999","Louisiana",9.8
"2018","Total_Families_15000_24999","Louisiana",108275.006
"2018","Percent_Families_25000_34999","Louisiana",9.9
"2018","Total_Families_25000_34999","Louisiana",109379.853
"2018","Percent_Families_35000_49999","Louisiana",12.4
"2018","Total_Families_35000_49999","Louisiana",137001.028
"2018","Percent_Families_50000_74999","Louisiana",17.3
"2018","Total_Families_50000_74999","Louisiana",191138.531
"2018","Percent_Families_75000_99999","Louisiana",13
"2018","Total_Families_75000_99999","Louisiana",143630.11
"2018","Percent_Families_100000_149999","Louisiana",16
"2018","Total_Families_100000_149999","Louisiana",176775.52
"2018","Percent_Families_150000_199999","Louisiana",6.7
"2018","Total_Families_150000_199999","Louisiana",74024.749
"2018","Percent_Families_200000_or_more","Louisiana",6
"2018","Total_Families_200000_or_more","Louisiana",66290.82
"2018","Families_median_income_(dollars)","Louisiana",61847
"2018","Families_mean_income_(dollars)","Louisiana",83031
"2018","Total_Married-couple-families","Louisiana",748604
"2018","Percent_Married-couple-families_Less_10000","Louisiana",1.6
"2018","Total_Married-couple-families_Less_10000","Louisiana",11977.664
"2018","Percent_Married-couple-families_10000_14999","Louisiana",1.4
"2018","Total_Married-couple-families_10000_14999","Louisiana",10480.456
"2018","Percent_Married-couple-families_15000_24999","Louisiana",5.5
"2018","Total_Married-couple-families_15000_24999","Louisiana",41173.22
"2018","Percent_Married-couple-families_25000_34999","Louisiana",7.4
"2018","Total_Married-couple-families_25000_34999","Louisiana",55396.696
"2018","Percent_Married-couple-families_35000_49999","Louisiana",11.3
"2018","Total_Married-couple-families_35000_49999","Louisiana",84592.252
"2018","Percent_Married-couple-families_50000_74999","Louisiana",18
"2018","Total_Married-couple-families_50000_74999","Louisiana",134748.72
"2018","Percent_Married-couple-families_75000_99999","Louisiana",15.8
"2018","Total_Married-couple-families_75000_99999","Louisiana",118279.432
"2018","Percent_Married-couple-families_100000_149999","Louisiana",21.4
"2018","Total_Married-couple-families_100000_149999","Louisiana",160201.256
"2018","Percent_Married-couple-families_150000_199999","Louisiana",8.4
"2018","Total_Married-couple-families_150000_199999","Louisiana",62882.736
"2018","Percent_Married-couple-families_200000_or_more","Louisiana",9.2
"2018","Total_Married-couple-families_200000_or_more","Louisiana",68871.568
"2018","Married-couple-families_median_income_(dollars)","Louisiana",81974
"2018","Married-couple-families_mean_income_(dollars)","Louisiana",102373
"2018","Total_Nonfamily_households","Louisiana",632373
"2018","Percent_Nonfamily_households_Less_10000","Louisiana",17.6
"2018","Total_Nonfamily_households_Less_10000","Louisiana",111297.648
"2018","Percent_Nonfamily_households_10000_14999","Louisiana",10.7
"2018","Total_Nonfamily_households_10000_14999","Louisiana",67663.911
"2018","Percent_Nonfamily_households_15000_24999","Louisiana",17.9
"2018","Total_Nonfamily_households_15000_24999","Louisiana",113194.767
"2018","Percent_Nonfamily_households_25000_34999","Louisiana",12.6
"2018","Total_Nonfamily_households_25000_34999","Louisiana",79678.998
"2018","Percent_Nonfamily_households_35000_49999","Louisiana",13.6
"2018","Total_Nonfamily_households_35000_49999","Louisiana",86002.728
"2018","Percent_Nonfamily_households_50000_74999","Louisiana",13.1
"2018","Total_Nonfamily_households_50000_74999","Louisiana",82840.863
"2018","Percent_Nonfamily_households_75000_99999","Louisiana",6.6
"2018","Total_Nonfamily_households_75000_99999","Louisiana",41736.618
"2018","Percent_Nonfamily_households_100000_149999","Louisiana",5.2
"2018","Total_Nonfamily_households_100000_149999","Louisiana",32883.396
"2018","Percent_Nonfamily_households_150000_199999","Louisiana",1.3
"2018","Total_Nonfamily_households_150000_199999","Louisiana",8220.849
"2018","Percent_Nonfamily_households_200000_or_more","Louisiana",1.5
"2018","Total_Nonfamily_households_200000_or_more","Louisiana",9485.595
"2018","Nonfamily_households_median_income_(dollars)","Louisiana",27411
"2018","Nonfamily_households_mean_income_(dollars)","Louisiana",42467
"2019","Total_Households","Louisiana",1741076
"2019","Percent_Households_Less_10000","Louisiana",10.1
"2019","Total_Households_Less_10000","Louisiana",175848.676
"2019","Percent_Households_10000_14999","Louisiana",5.7
"2019","Total_Households_10000_14999","Louisiana",99241.332
"2019","Percent_Households_15000_24999","Louisiana",11.3
"2019","Total_Households_15000_24999","Louisiana",196741.588
"2019","Percent_Households_25000_34999","Louisiana",9.9
"2019","Total_Households_25000_34999","Louisiana",172366.524
"2019","Percent_Households_35000_49999","Louisiana",11.9
"2019","Total_Households_35000_49999","Louisiana",207188.044
"2019","Percent_Households_50000_74999","Louisiana",16.3
"2019","Total_Households_50000_74999","Louisiana",283795.388
"2019","Percent_Households_75000_99999","Louisiana",11.6
"2019","Total_Households_75000_99999","Louisiana",201964.816
"2019","Percent_Households_100000_149999","Louisiana",13
"2019","Total_Households_100000_149999","Louisiana",226339.88
"2019","Percent_Households_150000_199999","Louisiana",5.2
"2019","Total_Households_150000_199999","Louisiana",90535.952
"2019","Percent_Households_200000_or_more","Louisiana",5
"2019","Total_Households_200000_or_more","Louisiana",87053.8
"2019","Households_median_income_(dollars)","Louisiana",51073
"2019","Household_mean_income_(dollars)","Louisiana",72658
"2019","Total_Families","Louisiana",1113831
"2019","Percent_Families_Less_10000","Louisiana",6
"2019","Total_Families_Less_10000","Louisiana",66829.86
"2019","Percent_Families_10000_14999","Louisiana",3.2
"2019","Total_Families_10000_14999","Louisiana",35642.592
"2019","Percent_Families_15000_24999","Louisiana",9.5
"2019","Total_Families_15000_24999","Louisiana",105813.945
"2019","Percent_Families_25000_34999","Louisiana",8.5
"2019","Total_Families_25000_34999","Louisiana",94675.635
"2019","Percent_Families_35000_49999","Louisiana",11.8
"2019","Total_Families_35000_49999","Louisiana",131432.058
"2019","Percent_Families_50000_74999","Louisiana",16.7
"2019","Total_Families_50000_74999","Louisiana",186009.777
"2019","Percent_Families_75000_99999","Louisiana",14.1
"2019","Total_Families_75000_99999","Louisiana",157050.171
"2019","Percent_Families_100000_149999","Louisiana",16.5
"2019","Total_Families_100000_149999","Louisiana",183782.115
"2019","Percent_Families_150000_199999","Louisiana",7
"2019","Total_Families_150000_199999","Louisiana",77968.17
"2019","Percent_Families_200000_or_more","Louisiana",6.7
"2019","Total_Families_200000_or_more","Louisiana",74626.677
"2019","Families_median_income_(dollars)","Louisiana",65105
"2019","Families_mean_income_(dollars)","Louisiana",86582
"2019","Total_Married-couple-families","Louisiana",737222
"2019","Percent_Married-couple-families_Less_10000","Louisiana",1.4
"2019","Total_Married-couple-families_Less_10000","Louisiana",10321.108
"2019","Percent_Married-couple-families_10000_14999","Louisiana",1.2
"2019","Total_Married-couple-families_10000_14999","Louisiana",8846.664
"2019","Percent_Married-couple-families_15000_24999","Louisiana",5.4
"2019","Total_Married-couple-families_15000_24999","Louisiana",39809.988
"2019","Percent_Married-couple-families_25000_34999","Louisiana",6.4
"2019","Total_Married-couple-families_25000_34999","Louisiana",47182.208
"2019","Percent_Married-couple-families_35000_49999","Louisiana",10
"2019","Total_Married-couple-families_35000_49999","Louisiana",73722.2
"2019","Percent_Married-couple-families_50000_74999","Louisiana",17.2
"2019","Total_Married-couple-families_50000_74999","Louisiana",126802.184
"2019","Percent_Married-couple-families_75000_99999","Louisiana",17.1
"2019","Total_Married-couple-families_75000_99999","Louisiana",126064.962
"2019","Percent_Married-couple-families_100000_149999","Louisiana",21.9
"2019","Total_Married-couple-families_100000_149999","Louisiana",161451.618
"2019","Percent_Married-couple-families_150000_199999","Louisiana",9.7
"2019","Total_Married-couple-families_150000_199999","Louisiana",71510.534
"2019","Percent_Married-couple-families_200000_or_more","Louisiana",9.7
"2019","Total_Married-couple-families_200000_or_more","Louisiana",71510.534
"2019","Married-couple-families_median_income_(dollars)","Louisiana",86579
"2019","Married-couple-families_mean_income_(dollars)","Louisiana",107900
"2019","Total_Nonfamily_households","Louisiana",627245
"2019","Percent_Nonfamily_households_Less_10000","Louisiana",18.8
"2019","Total_Nonfamily_households_Less_10000","Louisiana",117922.06
"2019","Percent_Nonfamily_households_10000_14999","Louisiana",10.4
"2019","Total_Nonfamily_households_10000_14999","Louisiana",65233.48
"2019","Percent_Nonfamily_households_15000_24999","Louisiana",15.6
"2019","Total_Nonfamily_households_15000_24999","Louisiana",97850.22
"2019","Percent_Nonfamily_households_25000_34999","Louisiana",12.4
"2019","Total_Nonfamily_households_25000_34999","Louisiana",77778.38
"2019","Percent_Nonfamily_households_35000_49999","Louisiana",12.7
"2019","Total_Nonfamily_households_35000_49999","Louisiana",79660.115
"2019","Percent_Nonfamily_households_50000_74999","Louisiana",14.2
"2019","Total_Nonfamily_households_50000_74999","Louisiana",89068.79
"2019","Percent_Nonfamily_households_75000_99999","Louisiana",6.8
"2019","Total_Nonfamily_households_75000_99999","Louisiana",42652.66
"2019","Percent_Nonfamily_households_100000_149999","Louisiana",5.5
"2019","Total_Nonfamily_households_100000_149999","Louisiana",34498.475
"2019","Percent_Nonfamily_households_150000_199999","Louisiana",1.9
"2019","Total_Nonfamily_households_150000_199999","Louisiana",11917.655
"2019","Percent_Nonfamily_households_200000_or_more","Louisiana",1.7
"2019","Total_Nonfamily_households_200000_or_more","Louisiana",10663.165
"2019","Nonfamily_households_median_income_(dollars)","Louisiana",28907
"2019","Nonfamily_households_mean_income_(dollars)","Louisiana",45018
"2021","Total_Households","Louisiana",1783924
"2021","Percent_Households_Less_10000","Louisiana",9.2
"2021","Total_Households_Less_10000","Louisiana",164121.008
"2021","Percent_Households_10000_14999","Louisiana",5.9
"2021","Total_Households_10000_14999","Louisiana",105251.516
"2021","Percent_Households_15000_24999","Louisiana",10.5
"2021","Total_Households_15000_24999","Louisiana",187312.02
"2021","Percent_Households_25000_34999","Louisiana",9.7
"2021","Total_Households_25000_34999","Louisiana",173040.628
"2021","Percent_Households_35000_49999","Louisiana",12.6
"2021","Total_Households_35000_49999","Louisiana",224774.424
"2021","Percent_Households_50000_74999","Louisiana",16.8
"2021","Total_Households_50000_74999","Louisiana",299699.232
"2021","Percent_Households_75000_99999","Louisiana",11.1
